District Name,District Code,Category,Student Group,ELACount,ELAPerformanceIndex,MathCount,MathPerformanceIndex,ScienceCount,SciencePerformanceIndex
Simsbury School District,1280011,Race/Ethnicity,White,1662,82.8,1660,75.5,N/A,N/A
Simsbury School District,1280011,Special Education Status (SWD),Students with Disabilities,277,61.8,273,50.7,N/A,N/A
Simsbury School District,1280011,Special Education Status (SWD),Students without Disabilities,1874,84.6,1872,77.8,N/A,N/A
Somers School District,1290011,All Students,District,759,68.1,755,64.9,N/A,N/A
Somers School District,1290011,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Somers School District,1290011,English Language Learners (EL),Not English Learners,758,68.1,754,64.9,N/A,N/A
Somers School District,1290011,Gender,Female,376,71.3,375,65.7,N/A,N/A
Somers School District,1290011,Gender,Male,383,65,380,64.2,N/A,N/A
Somers School District,1290011,Grade,3,100,71.7,99,62.5,N/A,N/A
Somers School District,1290011,Grade,4,83,72.5,82,69.7,N/A,N/A
Somers School District,1290011,Grade,5,101,73.7,100,69.2,N/A,N/A
Somers School District,1290011,Grade,6,127,69.2,127,64,N/A,N/A
Somers School District,1290011,Grade,7,107,67,107,66.7,N/A,N/A
Somers School District,1290011,Grade,8,118,66.4,117,66.7,N/A,N/A
Somers School District,1290011,Grade,11,123,59.3,123,58.2,N/A,N/A
Somers School District,1290011,"High Needs (F/R, EL or SWD)",High Needs,154,51.7,154,49.9,N/A,N/A
Somers School District,1290011,"High Needs (F/R, EL or SWD)",Not High Needs,605,72.3,601,68.8,N/A,N/A
Somers School District,1290011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,84,53.6,84,52,N/A,N/A
Somers School District,1290011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,675,69.9,671,66.6,N/A,N/A
Somers School District,1290011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Somers School District,1290011,Race/Ethnicity,Asian,13,*,13,*,N/A,N/A
Somers School District,1290011,Race/Ethnicity,Black or African American,15,*,15,*,N/A,N/A
Somers School District,1290011,Race/Ethnicity,Hispanic or Latino,29,53.9,29,56.2,N/A,N/A
Somers School District,1290011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Somers School District,1290011,Race/Ethnicity,Two or More Races,8,*,8,*,N/A,N/A
Somers School District,1290011,Race/Ethnicity,White,692,68.7,688,65.2,N/A,N/A
Somers School District,1290011,Special Education Status (SWD),Students with Disabilities,93,45.8,93,44.8,N/A,N/A
Somers School District,1290011,Special Education Status (SWD),Students without Disabilities,666,71.3,662,67.8,N/A,N/A
Southington School District,1310011,All Students,District,3385,72.7,3384,68.1,N/A,N/A
Southington School District,1310011,English Language Learners (EL),English Learners,129,68,129,63.5,N/A,N/A
Southington School District,1310011,English Language Learners (EL),Not English Learners,3256,72.9,3255,68.3,N/A,N/A
Southington School District,1310011,Gender,Female,1661,75.2,1661,67.8,N/A,N/A
Southington School District,1310011,Gender,Male,1724,70.3,1723,68.4,N/A,N/A
Southington School District,1310011,Grade,3,473,75.1,472,71.9,N/A,N/A
Southington School District,1310011,Grade,4,471,77.1,470,74.3,N/A,N/A
Southington School District,1310011,Grade,5,474,75.2,473,71.4,N/A,N/A
Southington School District,1310011,Grade,6,477,74.4,478,67.5,N/A,N/A
Southington School District,1310011,Grade,7,538,72.4,537,66.7,N/A,N/A
Southington School District,1310011,Grade,8,512,72.1,514,65.6,N/A,N/A
Southington School District,1310011,Grade,11,440,61.9,440,59,N/A,N/A
Southington School District,1310011,"High Needs (F/R, EL or SWD)",High Needs,1053,62.3,1054,57.4,N/A,N/A
Southington School District,1310011,"High Needs (F/R, EL or SWD)",Not High Needs,2332,77.4,2330,72.9,N/A,N/A
Southington School District,1310011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,694,64.5,694,59.9,N/A,N/A
Southington School District,1310011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,2691,74.8,2690,70.2,N/A,N/A
Southington School District,1310011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Southington School District,1310011,Race/Ethnicity,Asian,104,78.8,105,76.9,N/A,N/A
Southington School District,1310011,Race/Ethnicity,Black or African American,84,63.9,84,60.6,N/A,N/A
Southington School District,1310011,Race/Ethnicity,Hispanic or Latino,258,64.1,257,59.1,N/A,N/A
Southington School District,1310011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Southington School District,1310011,Race/Ethnicity,Two or More Races,103,70.9,104,66.3,N/A,N/A
Southington School District,1310011,Race/Ethnicity,White,2828,73.6,2826,68.8,N/A,N/A
Southington School District,1310011,Special Education Status (SWD),Students with Disabilities,482,52.4,483,47.6,N/A,N/A
Southington School District,1310011,Special Education Status (SWD),Students without Disabilities,2903,76.1,2901,71.5,N/A,N/A
South Windsor School District,1320011,All Students,District,2176,76.6,2175,74.1,N/A,N/A
South Windsor School District,1320011,English Language Learners (EL),English Learners,173,73.2,173,73.8,N/A,N/A
South Windsor School District,1320011,English Language Learners (EL),Not English Learners,2003,76.9,2002,74.1,N/A,N/A
South Windsor School District,1320011,Gender,Female,1037,78.6,1036,73.7,N/A,N/A
South Windsor School District,1320011,Gender,Male,1139,74.8,1139,74.5,N/A,N/A
South Windsor School District,1320011,Grade,3,305,80.4,305,76.3,N/A,N/A
South Windsor School District,1320011,Grade,4,332,82.2,332,78.2,N/A,N/A
South Windsor School District,1320011,Grade,5,292,80.1,291,78.4,N/A,N/A
South Windsor School District,1320011,Grade,6,293,76.5,293,74.4,N/A,N/A
South Windsor School District,1320011,Grade,7,329,77.7,329,75.9,N/A,N/A
South Windsor School District,1320011,Grade,8,311,76,311,74.7,N/A,N/A
South Windsor School District,1320011,Grade,11,314,63.2,314,61.1,N/A,N/A
South Windsor School District,1320011,"High Needs (F/R, EL or SWD)",High Needs,672,64.9,671,62.1,N/A,N/A
South Windsor School District,1320011,"High Needs (F/R, EL or SWD)",Not High Needs,1504,81.8,1504,79.5,N/A,N/A
South Windsor School District,1320011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,355,65.4,354,61.4,N/A,N/A
South Windsor School District,1320011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1821,78.8,1821,76.6,N/A,N/A
South Windsor School District,1320011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
South Windsor School District,1320011,Race/Ethnicity,Asian,422,86,422,88,N/A,N/A
South Windsor School District,1320011,Race/Ethnicity,Black or African American,144,63.7,144,56.7,N/A,N/A
South Windsor School District,1320011,Race/Ethnicity,Hispanic or Latino,185,67.1,185,62,N/A,N/A
South Windsor School District,1320011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
South Windsor School District,1320011,Race/Ethnicity,Two or More Races,92,75.5,91,76.1,N/A,N/A
South Windsor School District,1320011,Race/Ethnicity,White,1327,76.4,1327,73.1,N/A,N/A
South Windsor School District,1320011,Special Education Status (SWD),Students with Disabilities,285,54,284,50.2,N/A,N/A
South Windsor School District,1320011,Special Education Status (SWD),Students without Disabilities,1891,80,1891,77.7,N/A,N/A
Sprague School District,1330011,All Students,District,189,64.4,189,58.8,N/A,N/A
Sprague School District,1330011,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Sprague School District,1330011,English Language Learners (EL),Not English Learners,185,64.5,185,58.7,N/A,N/A
Sprague School District,1330011,Gender,Female,84,67.2,84,57.8,N/A,N/A
Sprague School District,1330011,Gender,Male,105,62.3,105,59.6,N/A,N/A
Sprague School District,1330011,Grade,3,33,62.4,33,58.9,N/A,N/A
Sprague School District,1330011,Grade,4,30,65.4,30,62.5,N/A,N/A
Sprague School District,1330011,Grade,5,40,65.6,40,60.2,N/A,N/A
Sprague School District,1330011,Grade,6,27,67.6,27,57.8,N/A,N/A
Sprague School District,1330011,Grade,7,29,67.4,29,59.7,N/A,N/A
Sprague School District,1330011,Grade,8,29,58.9,29,53.3,N/A,N/A
Sprague School District,1330011,Grade,11,*,*,*,*,N/A,N/A
Sprague School District,1330011,"High Needs (F/R, EL or SWD)",High Needs,119,61.3,119,54.2,N/A,N/A
Sprague School District,1330011,"High Needs (F/R, EL or SWD)",Not High Needs,70,69.8,70,66.5,N/A,N/A
Sprague School District,1330011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,104,62.4,104,55.3,N/A,N/A
Sprague School District,1330011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,85,66.9,85,63.1,N/A,N/A
Sprague School District,1330011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Sprague School District,1330011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Sprague School District,1330011,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Sprague School District,1330011,Race/Ethnicity,Hispanic or Latino,26,61.3,26,56.3,N/A,N/A
Sprague School District,1330011,Race/Ethnicity,Two or More Races,17,*,17,*,N/A,N/A
Sprague School District,1330011,Race/Ethnicity,White,138,66.6,138,61.1,N/A,N/A
Sprague School District,1330011,Special Education Status (SWD),Students with Disabilities,35,44.4,35,37.5,N/A,N/A
Sprague School District,1330011,Special Education Status (SWD),Students without Disabilities,154,69,154,63.6,N/A,N/A
Stafford School District,1340011,All Students,District,765,67.6,762,61.4,N/A,N/A
Stafford School District,1340011,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Stafford School District,1340011,English Language Learners (EL),Not English Learners,762,67.7,759,61.4,N/A,N/A
Stafford School District,1340011,Gender,Female,373,69.4,371,61.4,N/A,N/A
Stafford School District,1340011,Gender,Male,392,65.9,391,61.4,N/A,N/A
Stafford School District,1340011,Grade,3,118,69.8,118,59.8,N/A,N/A
Stafford School District,1340011,Grade,4,124,68,123,66.3,N/A,N/A
Stafford School District,1340011,Grade,5,99,66.9,99,60.1,N/A,N/A
Stafford School District,1340011,Grade,6,136,70.4,134,62.5,N/A,N/A
Stafford School District,1340011,Grade,7,107,69.8,107,61.6,N/A,N/A
Stafford School District,1340011,Grade,8,96,68.5,96,62.4,N/A,N/A
Stafford School District,1340011,Grade,11,85,56.7,85,55,N/A,N/A
Stafford School District,1340011,"High Needs (F/R, EL or SWD)",High Needs,332,59.8,330,53.9,N/A,N/A
Stafford School District,1340011,"High Needs (F/R, EL or SWD)",Not High Needs,433,73.6,432,67.2,N/A,N/A
Stafford School District,1340011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,292,61.3,291,55.6,N/A,N/A
Stafford School District,1340011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,473,71.6,471,65,N/A,N/A
Stafford School District,1340011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Stafford School District,1340011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Stafford School District,1340011,Race/Ethnicity,Black or African American,13,*,13,*,N/A,N/A
Stafford School District,1340011,Race/Ethnicity,Hispanic or Latino,54,63.8,53,57.5,N/A,N/A
Stafford School District,1340011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Stafford School District,1340011,Race/Ethnicity,Two or More Races,24,72.8,24,60.9,N/A,N/A
Stafford School District,1340011,Race/Ethnicity,White,664,68,662,61.9,N/A,N/A
Stafford School District,1340011,Special Education Status (SWD),Students with Disabilities,92,46.8,91,39.5,N/A,N/A
Stafford School District,1340011,Special Education Status (SWD),Students without Disabilities,673,70.5,671,64.4,N/A,N/A
Stamford School District,1350011,All Students,District,7800,65.4,7787,61.5,N/A,N/A
Stamford School District,1350011,English Language Learners (EL),English Learners,1301,51.7,1299,48.6,N/A,N/A
Stamford School District,1350011,English Language Learners (EL),Not English Learners,6499,68.2,6488,64,N/A,N/A
Stamford School District,1350011,Gender,Female,3805,67.5,3799,61.6,N/A,N/A
Stamford School District,1350011,Gender,Male,3995,63.4,3988,61.3,N/A,N/A
Stamford School District,1350011,Grade,3,1184,67.3,1183,62.5,N/A,N/A
Stamford School District,1350011,Grade,4,1162,69,1161,67.8,N/A,N/A
Stamford School District,1350011,Grade,5,1267,69.1,1264,67.3,N/A,N/A
Stamford School District,1350011,Grade,6,1119,66.6,1116,59.2,N/A,N/A
Stamford School District,1350011,Grade,7,1043,65.2,1040,59.4,N/A,N/A
Stamford School District,1350011,Grade,8,1058,62.8,1056,57.8,N/A,N/A
Stamford School District,1350011,Grade,11,967,55.5,967,53.9,N/A,N/A
Stamford School District,1350011,"High Needs (F/R, EL or SWD)",High Needs,5032,58.3,5021,53.6,N/A,N/A
Stamford School District,1350011,"High Needs (F/R, EL or SWD)",Not High Needs,2768,78.4,2766,75.6,N/A,N/A
Stamford School District,1350011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,4640,58.7,4631,53.9,N/A,N/A
Stamford School District,1350011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,3160,75.3,3156,72.5,N/A,N/A
Stamford School District,1350011,Race/Ethnicity,American Indian or Alaska Native,9,*,9,*,N/A,N/A
Stamford School District,1350011,Race/Ethnicity,Asian,618,78.9,617,78.6,N/A,N/A
Stamford School District,1350011,Race/Ethnicity,Black or African American,1276,57,1274,49.5,N/A,N/A
Stamford School District,1350011,Race/Ethnicity,Hispanic or Latino,3332,59.5,3327,55.6,N/A,N/A
Stamford School District,1350011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,7,*,7,*,N/A,N/A
Stamford School District,1350011,Race/Ethnicity,Two or More Races,159,67,159,62.7,N/A,N/A
Stamford School District,1350011,Race/Ethnicity,White,2399,74.5,2394,71.5,N/A,N/A
Stamford School District,1350011,Special Education Status (SWD),Students with Disabilities,1043,44.5,1039,38.7,N/A,N/A
Stamford School District,1350011,Special Education Status (SWD),Students without Disabilities,6757,68.6,6748,64.9,N/A,N/A
Sterling School District,1360011,All Students,District,225,66.8,225,58,N/A,N/A
Sterling School District,1360011,English Language Learners (EL),Not English Learners,225,66.8,225,58,N/A,N/A
Sterling School District,1360011,Gender,Female,100,72.3,100,59.3,N/A,N/A
Sterling School District,1360011,Gender,Male,125,62.3,125,56.9,N/A,N/A
Sterling School District,1360011,Grade,3,27,68.7,27,62.6,N/A,N/A
Sterling School District,1360011,Grade,4,36,66.3,36,57.6,N/A,N/A
Sterling School District,1360011,Grade,5,38,63.5,38,57.2,N/A,N/A
Sterling School District,1360011,Grade,6,35,68.4,35,54.2,N/A,N/A
Sterling School District,1360011,Grade,7,47,71.3,47,60.6,N/A,N/A
Sterling School District,1360011,Grade,8,42,62.4,42,56.3,N/A,N/A
Sterling School District,1360011,"High Needs (F/R, EL or SWD)",High Needs,92,58.7,92,49.6,N/A,N/A
Sterling School District,1360011,"High Needs (F/R, EL or SWD)",Not High Needs,133,72.4,133,63.7,N/A,N/A
Sterling School District,1360011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,83,59.1,83,49.5,N/A,N/A
Sterling School District,1360011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,142,71.3,142,62.9,N/A,N/A
Sterling School District,1360011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Sterling School District,1360011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Sterling School District,1360011,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Sterling School District,1360011,Race/Ethnicity,Hispanic or Latino,10,*,10,*,N/A,N/A
Sterling School District,1360011,Race/Ethnicity,Two or More Races,10,*,10,*,N/A,N/A
Sterling School District,1360011,Race/Ethnicity,White,198,68,198,59,N/A,N/A
Sterling School District,1360011,Special Education Status (SWD),Students with Disabilities,30,45,30,40.2,N/A,N/A
Sterling School District,1360011,Special Education Status (SWD),Students without Disabilities,195,70.1,195,60.7,N/A,N/A
Stonington School District,1370011,All Students,District,1088,74.8,1087,69.4,N/A,N/A
Stonington School District,1370011,English Language Learners (EL),English Learners,13,*,13,*,N/A,N/A
Stonington School District,1370011,English Language Learners (EL),Not English Learners,1075,75,1074,69.7,N/A,N/A
Stonington School District,1370011,Gender,Female,519,77.5,518,69.9,N/A,N/A
Stonington School District,1370011,Gender,Male,569,72.3,569,69,N/A,N/A
Stonington School District,1370011,Grade,3,142,80.9,142,75.4,N/A,N/A
Stonington School District,1370011,Grade,4,138,83.5,138,82.1,N/A,N/A
Stonington School District,1370011,Grade,5,175,77.3,175,74.6,N/A,N/A
Stonington School District,1370011,Grade,6,160,74.9,160,64,N/A,N/A
Stonington School District,1370011,Grade,7,159,74.5,158,69.5,N/A,N/A
Stonington School District,1370011,Grade,8,151,71.3,151,60.6,N/A,N/A
Stonington School District,1370011,Grade,11,163,63,163,61.4,N/A,N/A
Stonington School District,1370011,"High Needs (F/R, EL or SWD)",High Needs,389,66,388,58.8,N/A,N/A
Stonington School District,1370011,"High Needs (F/R, EL or SWD)",Not High Needs,699,79.7,699,75.3,N/A,N/A
Stonington School District,1370011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,294,67.7,293,60.6,N/A,N/A
Stonington School District,1370011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,794,77.4,794,72.7,N/A,N/A
Stonington School District,1370011,Race/Ethnicity,American Indian or Alaska Native,11,*,11,*,N/A,N/A
Stonington School District,1370011,Race/Ethnicity,Asian,26,73.5,26,64.5,N/A,N/A
Stonington School District,1370011,Race/Ethnicity,Black or African American,15,*,15,*,N/A,N/A
Stonington School District,1370011,Race/Ethnicity,Hispanic or Latino,60,64.6,60,60.7,N/A,N/A
Stonington School District,1370011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Stonington School District,1370011,Race/Ethnicity,Two or More Races,24,72.3,24,71,N/A,N/A
Stonington School District,1370011,Race/Ethnicity,White,951,75.9,950,70.4,N/A,N/A
Stonington School District,1370011,Special Education Status (SWD),Students with Disabilities,165,54.8,165,47.1,N/A,N/A
Stonington School District,1370011,Special Education Status (SWD),Students without Disabilities,923,78.4,922,73.4,N/A,N/A
Stratford School District,1380011,All Students,District,3552,64,3548,56.7,N/A,N/A
Stratford School District,1380011,English Language Learners (EL),English Learners,352,59.3,352,54.2,N/A,N/A
Stratford School District,1380011,English Language Learners (EL),Not English Learners,3200,64.5,3196,57,N/A,N/A
Stratford School District,1380011,Gender,Female,1759,67.4,1755,57.7,N/A,N/A
Stratford School District,1380011,Gender,Male,1793,60.7,1793,55.7,N/A,N/A
Stratford School District,1380011,Grade,3,440,66.3,440,61.2,N/A,N/A
Stratford School District,1380011,Grade,4,504,69.7,504,64.8,N/A,N/A
Stratford School District,1380011,Grade,5,519,65,518,59.3,N/A,N/A
Stratford School District,1380011,Grade,6,537,70.2,535,60.3,N/A,N/A
Stratford School District,1380011,Grade,7,538,63.6,538,52,N/A,N/A
Stratford School District,1380011,Grade,8,544,60.2,543,49.6,N/A,N/A
Stratford School District,1380011,Grade,11,470,52.3,470,50.2,N/A,N/A
Stratford School District,1380011,"High Needs (F/R, EL or SWD)",High Needs,2073,59,2071,51.4,N/A,N/A
Stratford School District,1380011,"High Needs (F/R, EL or SWD)",Not High Needs,1479,71,1477,64,N/A,N/A
Stratford School District,1380011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,1825,60.1,1823,52.5,N/A,N/A
Stratford School District,1380011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1727,68,1725,61.1,N/A,N/A
Stratford School District,1380011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Stratford School District,1380011,Race/Ethnicity,Asian,109,70.6,109,68.6,N/A,N/A
Stratford School District,1380011,Race/Ethnicity,Black or African American,806,58.4,804,49.8,N/A,N/A
Stratford School District,1380011,Race/Ethnicity,Hispanic or Latino,1108,61,1107,53.3,N/A,N/A
Stratford School District,1380011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Stratford School District,1380011,Race/Ethnicity,Two or More Races,107,65.5,107,58,N/A,N/A
Stratford School District,1380011,Race/Ethnicity,White,1415,68.9,1414,62.3,N/A,N/A
Stratford School District,1380011,Special Education Status (SWD),Students with Disabilities,472,44,472,35.9,N/A,N/A
Stratford School District,1380011,Special Education Status (SWD),Students without Disabilities,3080,67,3076,59.9,N/A,N/A
Suffield School District,1390011,All Students,District,1146,72.9,1140,66.9,N/A,N/A
Suffield School District,1390011,English Language Learners (EL),English Learners,21,59.3,21,59.9,N/A,N/A
Suffield School District,1390011,English Language Learners (EL),Not English Learners,1125,73.2,1119,67,N/A,N/A
Suffield School District,1390011,Gender,Female,598,74.7,595,66.6,N/A,N/A
Suffield School District,1390011,Gender,Male,548,70.9,545,67.2,N/A,N/A
Suffield School District,1390011,Grade,3,144,72.8,143,66,N/A,N/A
Suffield School District,1390011,Grade,4,136,76.4,135,70.8,N/A,N/A
Suffield School District,1390011,Grade,5,152,77.1,150,72.4,N/A,N/A
Suffield School District,1390011,Grade,6,159,74.2,158,67.6,N/A,N/A
Suffield School District,1390011,Grade,7,147,77,147,67.5,N/A,N/A
Suffield School District,1390011,Grade,8,195,70.8,194,63.8,N/A,N/A
Suffield School District,1390011,Grade,11,213,66.1,213,63,N/A,N/A
Suffield School District,1390011,"High Needs (F/R, EL or SWD)",High Needs,304,61.4,302,52.8,N/A,N/A
Suffield School District,1390011,"High Needs (F/R, EL or SWD)",Not High Needs,842,77.1,838,72,N/A,N/A
Suffield School District,1390011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,179,64.3,178,55.5,N/A,N/A
Suffield School District,1390011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,967,74.5,962,69,N/A,N/A
Suffield School District,1390011,Race/Ethnicity,American Indian or Alaska Native,7,*,7,*,N/A,N/A
Suffield School District,1390011,Race/Ethnicity,Asian,49,80.7,49,77.7,N/A,N/A
Suffield School District,1390011,Race/Ethnicity,Black or African American,48,60.5,48,49.2,N/A,N/A
Suffield School District,1390011,Race/Ethnicity,Hispanic or Latino,75,62.9,74,57.2,N/A,N/A
Suffield School District,1390011,Race/Ethnicity,Two or More Races,8,*,8,*,N/A,N/A
Suffield School District,1390011,Race/Ethnicity,White,959,74,954,68.1,N/A,N/A
Suffield School District,1390011,Special Education Status (SWD),Students with Disabilities,157,53.7,156,43.5,N/A,N/A
Suffield School District,1390011,Special Education Status (SWD),Students without Disabilities,989,76,984,70.6,N/A,N/A
Thomaston School District,1400011,All Students,District,449,69.2,448,61.6,N/A,N/A
Thomaston School District,1400011,English Language Learners (EL),English Learners,7,*,7,*,N/A,N/A
Thomaston School District,1400011,English Language Learners (EL),Not English Learners,442,69.3,441,61.8,N/A,N/A
Thomaston School District,1400011,Gender,Female,244,72.8,244,62.1,N/A,N/A
Thomaston School District,1400011,Gender,Male,205,64.9,204,61.1,N/A,N/A
Thomaston School District,1400011,Grade,3,60,68.3,60,62.4,N/A,N/A
Thomaston School District,1400011,Grade,4,53,68.4,52,66.6,N/A,N/A
Thomaston School District,1400011,Grade,5,67,64.8,67,60,N/A,N/A
Thomaston School District,1400011,Grade,6,61,72.3,61,59.6,N/A,N/A
Thomaston School District,1400011,Grade,7,67,71.1,67,61.7,N/A,N/A
Thomaston School District,1400011,Grade,8,74,75.6,74,63.1,N/A,N/A
Thomaston School District,1400011,Grade,11,67,63.3,67,58.9,N/A,N/A
Thomaston School District,1400011,"High Needs (F/R, EL or SWD)",High Needs,160,59.2,159,51.3,N/A,N/A
Thomaston School District,1400011,"High Needs (F/R, EL or SWD)",Not High Needs,289,74.7,289,67.3,N/A,N/A
Thomaston School District,1400011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,109,63.5,108,54.9,N/A,N/A
Thomaston School District,1400011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,340,71,340,63.8,N/A,N/A
Thomaston School District,1400011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Thomaston School District,1400011,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Thomaston School District,1400011,Race/Ethnicity,Hispanic or Latino,15,*,15,*,N/A,N/A
Thomaston School District,1400011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Thomaston School District,1400011,Race/Ethnicity,Two or More Races,14,*,14,*,N/A,N/A
Thomaston School District,1400011,Race/Ethnicity,White,412,69.6,411,62.1,N/A,N/A
Thomaston School District,1400011,Special Education Status (SWD),Students with Disabilities,73,49.1,72,43.9,N/A,N/A
Thomaston School District,1400011,Special Education Status (SWD),Students without Disabilities,376,73.1,376,65,N/A,N/A
Thompson School District,1410011,All Students,District,525,60.9,524,57.1,N/A,N/A
Thompson School District,1410011,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Thompson School District,1410011,English Language Learners (EL),Not English Learners,522,60.9,521,57.2,N/A,N/A
Thompson School District,1410011,Gender,Female,245,63.9,245,58.6,N/A,N/A
Thompson School District,1410011,Gender,Male,280,58.4,279,55.8,N/A,N/A
Thompson School District,1410011,Grade,3,72,69.5,72,65.9,N/A,N/A
Thompson School District,1410011,Grade,4,76,67.5,76,61.5,N/A,N/A
Thompson School District,1410011,Grade,5,67,62.6,67,61.2,N/A,N/A
Thompson School District,1410011,Grade,6,74,63.7,74,54.3,N/A,N/A
Thompson School District,1410011,Grade,7,82,54,81,55,N/A,N/A
Thompson School District,1410011,Grade,8,91,56.3,91,51.1,N/A,N/A
Thompson School District,1410011,Grade,11,63,53.8,63,51.9,N/A,N/A
Thompson School District,1410011,"High Needs (F/R, EL or SWD)",High Needs,239,53.9,239,50.8,N/A,N/A
Thompson School District,1410011,"High Needs (F/R, EL or SWD)",Not High Needs,286,66.8,285,62.4,N/A,N/A
Thompson School District,1410011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,217,55,217,51.9,N/A,N/A
Thompson School District,1410011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,308,65.1,307,60.7,N/A,N/A
Thompson School District,1410011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Thompson School District,1410011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Thompson School District,1410011,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Thompson School District,1410011,Race/Ethnicity,Hispanic or Latino,37,49.2,37,48.6,N/A,N/A
Thompson School District,1410011,Race/Ethnicity,Two or More Races,14,*,13,*,N/A,N/A
Thompson School District,1410011,Race/Ethnicity,White,465,61.7,465,57.8,N/A,N/A
Thompson School District,1410011,Special Education Status (SWD),Students with Disabilities,58,42.4,58,38.1,N/A,N/A
Thompson School District,1410011,Special Education Status (SWD),Students without Disabilities,467,63.2,466,59.4,N/A,N/A
Tolland School District,1420011,All Students,District,1290,73.7,1289,69.2,N/A,N/A
Tolland School District,1420011,English Language Learners (EL),English Learners,17,*,17,*,N/A,N/A
Tolland School District,1420011,English Language Learners (EL),Not English Learners,1273,73.8,1272,69.3,N/A,N/A
Tolland School District,1420011,Gender,Female,607,76.7,606,69.2,N/A,N/A
Tolland School District,1420011,Gender,Male,683,71.1,683,69.2,N/A,N/A
Tolland School District,1420011,Grade,3,178,76.2,178,67.4,N/A,N/A
Tolland School District,1420011,Grade,4,180,76.9,180,73.2,N/A,N/A
